,UI/UX,Functionality,Subscription & Pricing,Content Quality,Rating,Komentar,Technical & Access
1208,,,,0.0,,tolong perbanyak liputan berita dari luar pulau jawa agar lebih merata,
1209,,,,0.0,,semoga ke depannya kompas bisa muat berita daerah lebih banyak lagi,
1210,,,,0.0,,harapannya berita internasional di kompas bisa lebih lengkap dan beragam,
1211,,,,0.0,,minta kompas untuk lebih sering update berita ekonomi dan bisnis harian,
1212,,,,0.0,,semoga kompas tetap konsisten menjaga independensinya dari tekanan manapun,
1213,,,,0.0,,harapannya pemberitaan kompas selalu berimbang dan memberi ruang bagi semua pihak,
1214,,,,0.0,,semoga kompas terus berpegang pada prinsip jurnalisme yang objektif dan tidak berpihak,
1215,,,,0.0,,mohon kompas untuk terus menjaga keberimbangan dalam setiap liputannya,
1216,,,,0.0,,semoga kompas bisa menghadirkan lebih banyak sudut pandang berbeda dalam satu isu,
1217,,,,0.0,,harap kompas tetap berani mengkritik semua pihak tanpa terkecuali,
1218,,,,0.0,,semoga redaksi kompas selalu menjaga standar netralitas dalam pelaporan berita,
1219,,,,0.0,,tolong pastikan setiap berita kompas sudah mendengar semua pihak yang terlibat,
1220,,,,0.0,,semoga kompas makin banyak memproduksi berita investigatif yang mendalam,
1221,,,,0.0,,harapannya liputan kompas semakin tajam dan tidak hanya di permukaan saja,
1222,,,,0.0,,mohon kompas untuk lebih banyak menyajikan analisis mendalam bukan hanya laporan peristiwa,
1223,,,,0.0,,semoga kompas terus meningkatkan kualitas riset dan verifikasi fakta sebelum terbit,
1224,,,,0.0,,tolong kompas untuk lebih banyak hadirkan perspektif para ahli dalam setiap isu penting,
1225,,,,0.0,,semoga kompas bisa memperbanyak konten jurnalisme data yang informatif,
1226,,,,0.0,,harapannya konten opini dan esai di kompas semakin beragam dan mencerminkan banyak suara,
1227,,,,0.0,,semoga standar penulisan di kompas terus dijaga dengan baik oleh seluruh jurnalisnya,
1228,,,,0.0,,tolong kompas tambahkan lebih banyak liputan tentang isu lingkungan dan perubahan iklim,
1229,,,,0.0,,semoga rubrik sains dan teknologi di kompas bisa lebih sering diperbarui,
1230,,,,0.0,,mohon kompas lebih banyak meliput isu kesehatan masyarakat terutama di daerah terpencil,
1231,,,,0.0,,harap kompas tambahkan konten pendidikan yang lebih relevan bagi generasi muda,
1232,,,,0.0,,semoga kompas bisa memperluas cakupan berita budaya dan seni lokal nusantara,
1233,,,,0.0,,tolong tambahkan lebih banyak liputan tentang usaha kecil dan menengah di indonesia,
1234,,,,0.0,,semoga kompas makin banyak mengangkat kisah inspiratif dari berbagai penjuru indonesia,
1235,,,,0.0,,mohon perbanyak konten yang membahas isu sosial dan kemasyarakatan secara mendalam,
1236,,,,0.0,,semoga kompas bisa lebih banyak menyajikan berita dalam format visual yang menarik,
1237,,,,0.0,,harap kompas tambahkan lebih banyak infografis untuk memudahkan pemahaman berita kompleks,
1238,,,,0.0,,tolong kompas hadirkan lebih banyak konten podcast berita untuk yang lebih suka mendengarkan,
1239,,,,0.0,,semoga kompas bisa memperbanyak liputan berbentuk video pendek yang mudah dicerna,
1240,,,,0.0,,mohon kompas sediakan lebih banyak artikel dengan bahasa yang mudah dipahami semua kalangan,
1241,,,,0.0,,harapannya kompas bisa menyajikan berita panjang dengan format yang lebih nyaman dibaca,
1242,,,,0.0,,semoga kompas bisa menghadirkan seri berita mendalam yang terstruktur untuk isu-isu besar,
1243,,,,-1.0,,"isinya tdk terlalu lengkap, lebih lengkap apl news sebelah",
