text,aspect,sentiment,source,source_row_id
mohon kompas sediakan lebih banyak artikel dengan bahasa yang mudah dipahami semua kalangan,Kualitas Konten,Netral,original,1240
harapannya kompas bisa menyajikan berita panjang dengan format yang lebih nyaman dibaca,Kualitas Konten,Netral,original,1241
semoga kompas bisa menghadirkan seri berita mendalam yang terstruktur untuk isu-isu besar,Kualitas Konten,Netral,original,1242
"isinya tdk terlalu lengkap, lebih lengkap apl news sebelah",Kualitas Konten,Negatif,original,1243
"Artikel teknologi di app ini ketinggalan zaman bgt, berita yg ditampilkan udah berbulan2 lalu ga segar sama sekali",Kualitas Konten,Negatif,augmented_round1,148
"Aplikasi ini lancar banget, praktis buat dibaca kapan saja dan dimana saja",Performa (Technical & Access),Positif,augmented_round1,209
"Parah banget aplikasi nya, cuma dikasih baca beberapa artikel terus langsung diminta bayar.",Langganan (Subscription & Pricing),Negatif,augmented_round1,1115
"Aplikasi sering error, udah bayar tapi fitur premium gabisa diakses. Tolong diperbaiki dong, banyak bugs banget.",Performa (Technical & Access),Negatif,augmented_round1,339
"Mantap, antarmukanya bikin nyaman baca dan makin betah lama-lama 😍 thanks Kompas.id",Tampilan (UI/UX),Positif,augmented_round1,511
"Berita-beritanya selalu akurat dan informatif, semoga Kompas tetap jaga independensinya.",Kualitas Konten,Positif,augmented_round1,251
Mohon tingkatkan frekuensi update berita sektor ekonomi dan bisnis setiap harinya,Kualitas Konten,Netral,augmented_round1,1211
"Udah bayar premium setahun tapi aplikasinya error terus, ga bisa login sama sekali. Mesti buka lewat browser aja padahal udah langganan. CS juga ga membantu, cuma disuruh update melulu tapi masalahnya tetap aja. Sangat mengecewakan bgt!",Performa (Technical & Access),Negatif,augmented_round1,1158
"Banyak artikel di sini bias banget, kayaknya cuma ngujar sensasi buat dapetin klik aja sih.",Kualitas Konten,Negatif,augmented_round1,453
"Aplikasi ga bisa dibuka sama sekali dan konten gak bisa diakses padahal udah langganan 1 tahun, udah hampir sebulan gini terus dan customer service nya ga ada yang bantuin sama sekali.",Performa (Technical & Access),Negatif,augmented_round1,703
"Udah bayar lewat shopee tapi epaper masih gabisa diakses, padahal udah terlangganan. Rugi bgt, ga ada notif sama sekali, layanannya juga jelek",Langganan (Subscription & Pricing),Negatif,augmented_round1,645
"Konten Kompas udah ga berani lagi, semua berita jadi aman-aman aja dan kehilangan sifat kritis yang seharusnya ada.",Kualitas Konten,Negatif,augmented_round1,1199
Proses aktivasi premium super cepat langsung bisa dibaca berita eksklusif setelah bayar selesai,Langganan (Subscription & Pricing),Positif,augmented_round1,826
"Menurut saya kurang memuaskan, terlalu banyak konten yg dikunci di balik paywall. Design sama tata letaknya sih lumayan, tapi sayang harus bayar terus.",Langganan (Subscription & Pricing),Negatif,augmented_round1,576
"Aplikasi ini di iOS sering force close, padahal udah dibuka tapi langsung keluar sendiri, udah di-reinstall berkali-kali tp masalahnya tetap aja",Performa (Technical & Access),Negatif,augmented_round1,609
"Aplikasi udah jauh lebih responsif, ga freeze lagi saat scroll halaman, dan sekarang bisa landscape mode juga. Seneng banget akhirnya lancar di iPad setelah lama ngeluh, jadi betah baca berita lagi. Rating naik jadi 5 bintang, tetap jadi pilihan utama saya untuk berita.",Performa (Technical & Access),Positif,augmented_round1,717
"Fitur text to speech-nya sangat membantu, apalagi interface aplikasinya user-friendly dan nyaman dipake buat baca berita",Fungsionalitas,Positif,augmented_round1,192
"Kompas memberikan berita yang kredibel dan informatif, sangat dipercaya masyarakat.",Kualitas Konten,Positif,augmented_round1,900
"Artikel teknologi yg ditampilkan udah ketinggalan zaman, masih nampil berita dr 3 bulan lalu padahal harusnya konten terbaru",Kualitas Konten,Negatif,augmented_round1,148
Bagaimana caranya untuk memperpanjang paket berlangganan kompas id ya,Langganan (Subscription & Pricing),Netral,augmented_round1,752
"Paywallnya bikin kesel, mau baca berita aja udah disuruh bayar, ga jelas sistemnya🤬",Langganan (Subscription & Pricing),Negatif,augmented_round1,127
"Berita-beritanya sangat informatif dan mendalam, terutama liputan investigasinya yang keren banget. Semoga redaksi terus jaga kualitas dan akurasi berita tentang isu-isu penting Indonesia.",Kualitas Konten,Positif,augmented_round1,1143
"Berita dan gambarnya ga match, jadi susah dipahami isinya.",Kualitas Konten,Negatif,augmented_round1,1074
"Aplikasinya benar-benar bagus bgt, kontennya akurat dan selalu update jadi kita ga bakal ketinggalan berita penting, cuma sayang harus bayar berlangganan yg lumayan mahal di situasi ekonomi kaya gini jadi agak memberatkan padahal informasi berkualitas kayak gini harusnya bisa diakses semua orang bukan hanya yg mampu aja.",Kualitas Konten,Positif,augmented_round1,646
"Desain interface-nya jauh lebih rapi dan user-friendly setelah update terbaru, navigasi jadi lebih smooth dan enak dipake. Mantap banget kerja developernya!",Tampilan (UI/UX),Positif,augmented_round1,722
"Aplikasi Kompas sudah lancar banget setelah update terbaru, login jadi mudah dan nggak ada lag, performanya stabil dan responsif. Mantap buat tim developernya!",Performa (Technical & Access),Positif,augmented_round1,722
"Aplikasi ini loading cepat banget, praktis buat dibaca kapan aja dan dimana aja tanpa ribet",Performa (Technical & Access),Positif,augmented_round1,209
"Kompas harusnya ngerti lah, bukan semua pembaca punya duit buat langganan premium, apalagi yg tinggal di daerah dengan gaji pas-pasan, udah paket data mahal, listrik naik, sekarang berita juga harus bayar? Padahal platform sebesar ini seharusnya bisa memberikan akses informasi yg adil buat semua kalangan, bukan cuma yg mampu, ini kan bertentangan sama prinsip jurnalistik sendiri.",Langganan (Subscription & Pricing),Negatif,augmented_round1,707
"Layoutnya berantakan, susah dibaca artikelnya gara-gara penempatan teks yang ga rapi.",Tampilan (UI/UX),Negatif,augmented_round1,345
Udah bayar langganan tp login error terus. Customer service juga ga responsif,Performa (Technical & Access),Negatif,augmented_round1,1119
"Aplikasinya bermasalah. Udah bayar premium tapi tetap error pas buka berita, malah muncul halaman pembayaran lagi. Notifikasi premium ga berfungsi dengan baik dan selalu redirect ke menu langganan. Langganan kompas jadi sia-sia aja.",Performa (Technical & Access),Negatif,augmented_round1,959
"Aplikasinya sering force close, baru dibuka beberapa detik langsung error",Performa (Technical & Access),Negatif,augmented_round1,606
"Aplikasi ini lumayan untuk baca berita Kompas, tapi sayangnya fitur e-paper digital masih belum tersedia dan itu jadi kekurangan utamanya.",Fungsionalitas,Negatif,augmented_round1,615
"Berita-berita Kompas selalu akurat dan mendalam, memberikan informasi yang sangat kredibel dan terpercaya. Rubrik Humaniora jadi favorit sa karena penulisannya yang halus tapi tetap kritis, dan setiap hari sa bisa baca ePaper yang kontennya tersebar di berbagai artikel berkualitas. Apresiasi bgt sama standar jurnalistik Kompas yang konsisten seperti ini. Semoga bisa diakses di iOS 12 juga biar teman-teman sa bisa ikutan. Overall, Kompas emang worth it banget. Terima kasih, Kompas — Amanat Hati Nurani Rakyat. Salaam",Kualitas Konten,Positif,augmented_round1,715
"Udah lama pake di iPad mini, tapi tampilan di sisi kiri selalu kepotong, belum ada update untuk benerin ini.",Tampilan (UI/UX),Negatif,augmented_round1,536
"Sejak pakai Kompas.id, gw selalu dapet berita terkini yg akurat dan terpercaya, bener2 mantap dah aplikasinya 🔥👍",Kualitas Konten,Positif,augmented_round1,632
Aplikasi ga bisa diakses harus login dulu gmn sih caranya,Performa (Technical & Access),Negatif,augmented_round1,465
Fitur highlight artikel di Kompas.id terbukti membantu saya catat bagian penting dengan mudah bgt.,Fungsionalitas,Positif,augmented_round1,1181
"Sejak update Mei 2021, fitur landscape ilang padahal banyak konten infografis yg seharusnya bisa dilihat landscape buat hasil screenshot yg lebih optimal, jadi agak kecewa deh sama perubahan ini.",Tampilan (UI/UX),Negatif,augmented_round1,967
apakah bisa membatalkan langganan kompas id dari aplikasi iphone,Langganan (Subscription & Pricing),Netral,augmented_round1,758
"Antarmuka aplikasi ini sangat nyaman dipandang dan enak untuk dibaca beritanya, desainnya bersih dan tidak membingungkan.",Tampilan (UI/UX),Positif,augmented_round1,236
"Konten beritanya akurat dan terpercaya banget, makanya sy kasih bintang 5 deh! Cuma pengen tanya, kapan ya fitur Kompasiana bisa diakses lewat aplikasi mobile? Soalnya kan banyak yg lebih suka nulis berita dr hp daripada laptop. Semoga bisa dipertimbangkan, thanks! 🙏",Kualitas Konten,Positif,augmented_round1,1149
Berita-beritanya akurat dan selalu terpercaya banget.,Kualitas Konten,Positif,augmented_round1,843
"Beritanya kompas memang akurat dan informatif, kami jadi dapet informasi yg lebih lengkap",Kualitas Konten,Positif,augmented_round1,909
"Kenapa sih aplikasi ini harus paksa landscape mode? Jadi ribet banget bacanya, artikel jadi susah dibaca gini.",Tampilan (UI/UX),Negatif,augmented_round1,946
"Beritanya selalu aktual dan terpercaya banget, tampilannya juga enak dibaca sih",Kualitas Konten,Positif,augmented_round1,166
Semoga aplikasi Kompas.id bisa tersedia di Windows Store supaya lebih mudah diakses dari PC dan Laptop. Ditunggu kehadirannya di platform desktop!,Performa (Technical & Access),Netral,augmented_round1,695
"Bayar premium setahun tp konten yg dijanjiin ga lengkap, cerpen cuma 4 padahal harusnya banyak, menu humaniora hilang, berita jadi berantakan...rugi bgt deh bayar segini 😤",Langganan (Subscription & Pricing),Negatif,augmented_round1,616
"Berita aja kok mesti bayar, mending pake aplikasi lain aja deh",Langganan (Subscription & Pricing),Negatif,augmented_round1,894
"Aplikasi sering force close pas lagi aku baca artikel, padahal udah bayar langganan. Jadi agak kesel nih.",Performa (Technical & Access),Negatif,augmented_round1,943
"Berita akurat & selalu update, mantap banget",Kualitas Konten,Positif,augmented_round1,494
"konten teknologi kompas kurang update bgt, berita yg disajikan udah ketinggalan sama media lain seminggu sebelumnya",Kualitas Konten,Negatif,augmented_round1,1188
"Konten berita lokal di Kompas sangat kurang dan jarang di-update, jauh tertinggal dibanding portal berita daerah lainnya.",Kualitas Konten,Negatif,augmented_round1,1189
"Aplikasi sering error, artikel tiba-tiba loncat ke halaman utama. Performanya jelek bgt, minta diperbaiki segera.",Performa (Technical & Access),Negatif,augmented_round1,178
Fitur e-paper Kompas.id sangat praktis karena bisa dibaca kapan saja tanpa perlu menunggu edisi pagi seperti koran biasa.,Fungsionalitas,Positif,augmented_round1,814
"Aplikasi sering force close di iPhone 11 saya, jadi terpaksa hapus dan pakai versi web aja karena gak stabil.",Performa (Technical & Access),Negatif,augmented_round1,571
"Buka aplikasi cari berita olahraga tapi kontennya ketinggalan zaman banget, masih tayang berita lama dari 2023",Kualitas Konten,Negatif,augmented_round1,1031
Kak gimana sih cara pakai kode voucher berlangganan kompas yang udah aku punya?,Langganan (Subscription & Pricing),Netral,augmented_round1,463
"Berita di aplikasi ini banyak yg udah expired, terutama lowongan kerja yg gak di-update sesuai tahun sekarang, jadi kurang relevan dan ga berguna buat pembaca, harusnya lebih selektif dalam memilih konten biar bisa dipercaya sebagai media berita profesional.",Kualitas Konten,Negatif,augmented_round1,1151
"Konten berita Kompas selalu akurat dan kredibel, jadi tetap jadi pilihan utama untuk info yang berimbang dan terpercaya ,,,",Kualitas Konten,Positif,augmented_round1,381
Sudah konfirmasi pembayaran berlangganan tapi aplikasi masih error dan tidak bisa akses konten premium.,Performa (Technical & Access),Negatif,augmented_round1,332
"Udah bayar premium setahun tp kontennya berantakan, menu cerpen harusnya ribuan tapi cuma 4 doang, humaniora ilang kemana, terus berita ekonomi campur hukum sembarangan, organisasi konten nya kacau bgt!",Kualitas Konten,Negatif,augmented_round1,616
"Promo tahunan Kompas.id super terjangkau, senang deh dapet harga semurah ini",Langganan (Subscription & Pricing),Positif,augmented_round1,764
"Tampilannya penuh banget sama iklan, bikin mata sakit. Desainnya berantakan, prioritas cari duit aja kayaknya.",Tampilan (UI/UX),Negatif,augmented_round1,343
"Aplikasi sering error saat login, padahal udah masukin password dengan benar. Terus muncul notif ""akun belum aktif"" meski udah bayar berlangganan. Beneran bikin kesel deh",Performa (Technical & Access),Negatif,augmented_round1,572
"Artikelnya ketinggalan zaman bgt, cari berita teknologi terbaru malah yg keluar berita dari 3 bulan yg lalu",Kualitas Konten,Negatif,augmented_round1,148
"Beritanya ketinggalan update, nyari berita timnas terkini malah keluar berita timnas tahun lalu",Kualitas Konten,Negatif,augmented_round1,865
"Berita tentang timnas selalu ketinggalan, padahal kita cari yg paling terkini tapi malah muncul berita lama dari 2023",Kualitas Konten,Negatif,augmented_round1,865
"Udah bayar berlangganan tapi ga bisa login, akun ga teraktivasi dengan jelas.",Performa (Technical & Access),Negatif,augmented_round1,1121
"Udah bayar langganan Kompas id minggu lalu di indomaret sesuai petunjuk kalian, tp pas dibuka hari ini malah error bilang belum aktif, harus bayar lagi kah?",Performa (Technical & Access),Negatif,augmented_round1,957
"Kontennya banyak yg ga kredibel dan sering misleading, jadi kecewa bgt sama kualitas beritanya skrg",Kualitas Konten,Negatif,augmented_round1,416
Untuk buka semua artikel di kompas id memang harus bayar berlangganan,Langganan (Subscription & Pricing),Netral,augmented_round1,986
"Konten berita di kompas udah ga tajam lagi, semuanya mainstream dan takut ambil posisi kritis yg berani.",Kualitas Konten,Negatif,augmented_round1,1199
"Beritanya selalu aktual dan terpercaya, meskipun 5W dan 1H bisa terus ditingkatkan lagi",Kualitas Konten,Positif,augmented_round1,197
"Iklan berlangganan terlalu besar dan mengganggu tampilan, posisinya bikin susah baca berita 🔥",Tampilan (UI/UX),Negatif,augmented_round1,1053
"Langganan kompas id sangat worth it, dapet berita berkualitas tanpa gangguan iklan sama sekali",Langganan (Subscription & Pricing),Positif,augmented_round1,989
Berita nasionalnya selalu terkini dan sangat berkualitas.,Kualitas Konten,Positif,augmented_round1,232
"Prosesnya ribet banget, mau cancel langganan aja susah, instruksinya ga jelas, udah ngikutin tapi tetap bingung. Seharusnya simple cuma klik doang, tapi malah bikin frustasi. Jangan download kalo cuma pengen coba-coba aja.",Langganan (Subscription & Pricing),Negatif,augmented_round1,642
"Antarmuka aplikasi ini benar-benar enak dipandang, terutama tanpa iklan yang mengganggu, dan desainnya yang bersih bikin mata ga lelah saat baca berita lama-lama dibanding versi gratis yang penuh banner.",Tampilan (UI/UX),Positif,augmented_round1,623
"Fitur select text di mode artikel hilang dan sampe sekarang belum dikembalikan, padahal udah banyak update tapi ga ada perbaikan. Kecewa bgt, kalo gini terus aku bakal pindah ke aplikasi koran lain aja.",Fungsionalitas,Negatif,augmented_round1,1139
