Komentar,UI/UX,Functionality,Subscription & Pricing,Content Quality,Technical & Access
"Desain beranda kompas id pakai layout grid yang rapi dan ga terlalu sesak, jadi enak dipandang.",1.0,,,,
"Desain gambar artikel sudah proporsional dan tidak blur, sangat nyaman dipandang",1.0,,,,
Desain ikon-ikon navigasi di kompas id sangat intuitif dan gampang dipahami.,1.0,,,,
"Desain interface-nya jauh lebih rapi dan user-friendly setelah update terbaru, navigasi jadi lebih smooth dan enak dipake. Mantap banget kerja developernya!",1.0,,,,
Desain warna dan font di aplikasi ini konsisten banget dan terlihat profesional di setiap halaman,1.0,,,,
Desain yang minimalis membuat fokus membaca jadi terjaga tanpa distraksi visual yang mengganggu,1.0,,,,
"Desainnya keren banget, suka sama tampilannya setelah update terbaru. Thanks kompas!",1.0,,,,
"Desainnya sangat nyaman dipandang mirip kayak baca website, tapi berita disajikan lebih mendalam tanpa iklan yang mengganggu, plus ada opsi tampilan seperti koran yang bikin pengalaman membaca jadi lebih fleksibel sesuai selera.",1.0,,,,
"Designnya bagus sih, tapi warna-warnanya berantakan bgt. Biru tua, biru muda, terus gradasi semua campur. Harusnya pake biru tua aja biar konsisten sama identitas Kompas.",-1.0,,,,
Designnya udah rapi dan penataan konten di aplikasi ini enak dilihat sih.,1.0,,,,
Diminta login tapi kolom loginnya tidak muncul di layar.,,,,,-1.0
Dowoad berulang ulang e-paper,,-1.0,,,
"Dulu lancar buka aplikasinya, sekarang jadi lambat dan ribet banget.",,,,,-1.0
"Epaper ga bisa tampil landscape di hp samsung, jadi susah dibaca",,,,,-1.0
"Fitur arsip e-paper memudahkan banget buat baca edisi lama kapan aja, sangat membantu",,1.0,,,
"Fitur audio artikel sangat membantu, bisa dengarkan berita sambil sibuk bgt",,1.0,,,
"Fitur audio berita sangat membantu banget, bisa dengerin berita sambil sibuk tanpa perlu lihat layar.",,1.0,,,
Fitur audio berita sangat membantu buat yang lagi sibuk tapi tetap pengen update berita terkini.,,1.0,,,
"Fitur baca berita ada tapi langsung dibuka di browser, jadi aplikasinya cuma shell doang ga berguna",,-1.0,,,
"Fitur baca berita nya bermasalah bgt, harus buka link terus lompat ke browser, jadi aplikasinya ga berguna sama sekali..aplikasi sekelas kompas kok bisa jelek banget gini sih, mending di hapus aja deh.",,-1.0,,,
Fitur bookmark artikel sangat membantu saya untuk menyimpan berita yang ingin dibaca nanti.,,1.0,,,
Fitur bookmark buat baca nanti sangat membantu banget ketika lg sibuk dan ga sempat baca berita sekarang.,,1.0,,,
"Fitur bookmark nya ga berfungsi dengan baik, sayang banget soalnya artikel yg udah disimpan langsung hilang pas subscription berakhir.",,-1.0,,,
"Fitur copy-paste nya ga ada padahal banyak banget mahasiswa yang butuh untuk tugas makalah, jadi agak kurang berguna sih aplikasinya.",,-1.0,,,
"Fitur double tap pada e-paper terbukti sangat membantu, bisa langsung zoom sesuai konten baik teks maupun gambar tanpa perlu repot pakai dua jari, jadi baca koran jadi lebih praktis dan nyaman.",,1.0,,,
"Fitur download e-paper ga berfungsi dengan baik, harus download ulang setiap kali mau dibaca padahal udah disimpan, boros kuota banget... Bintang 1 aja deh.",,-1.0,,,
"Fitur download e-paper nya praktis banget dan bisa langsung disimpan, bikin baca koran jadi lebih fleksibel dan gampang diakses kapan aja.",,1.0,,,
"Fitur download e-paper udah ada tapi tetep aja harus konek internet buat baca, padahal dulu bisa offline. Jadi fungsinya ga berguna bgt, malah bikin bingung. Update terakhir bikin semuanya jadi lebih ribet aja.",,-1.0,,,
"Fitur download epaper jadi tidak berguna karena harus online dulu buat baca. Sebelumnya bisa offline, sekarang malah ribet. Update terbaru bikin fungsinya semakin kacau aja.",,-1.0,,,
Fitur e-paper Kompas.id sangat praktis karena bisa dibaca kapan saja tanpa perlu menunggu edisi pagi seperti koran biasa.,,1.0,,,
"Fitur e-paper di aplikasi ini kurang user-friendly, harus download dulu baru bisa dibaca padahal di browser langsung bisa diakses tanpa repot. Terus kenapa ga ada opsi landscape mode buat baca koran? Padahal koran butuh tampilan lebar, jadi 2-page view-nya jadi ga berguna kalo ga bisa dirotasi.",,-1.0,,,
"Fitur e-paper nya ada masalah, nomor halaman di sisi kanan selalu nutup sebagian konten berita, jadi susah banget bacanya. Ini bikin pengalaman membaca jadi ga nyaman dan mengganggu.",-1.0,,,,
"Fitur e-paper nya bermasalah bgt, sampe pengen berhenti langganan Kompas yg udah setia dr dulu",,-1.0,,,
"Fitur e-paper nya keren banget, bisa dibaca dengan lancar di iPad saya :)",,1.0,,,
"Fitur e-paper nya kurang optimal, setiap kali buka aplikasi ulang harus download lagi padahal udah tersimpan sebelomnya, jadinya boros storage dan bikin HP lemot bgt. Harap diperbaiki ya.",,-1.0,,,
"Fitur e-paper nya ribet bgt, harus download terus setiap kali mau baca padahal bisa disimpan jadi PDF aja biar ga perlu download berulang kali dan aplikasinya jadi ga lemot saat ganti halaman.",,-1.0,,,
"Fitur e-paper yg udah didownload masih aja butuh koneksi internet, jadi ga bisa dibaca offline di pesawat. dulu versi lamanya bisa dibaca tanpa internet, padahal jauh lebih praktis meskipun kontrol di bawah halaman ga ilang otomatis.",,-1.0,,,
Fitur highlight artikel di Kompas.id terbukti membantu saya catat bagian penting dengan mudah bgt.,,1.0,,,
"Fitur kliping artikel bekerja dengan sangat baik, tersimpan rapi dan bisa diakses kapan saja bahkan tanpa koneksi internet.",,1.0,,,
"Fitur login pakai google masih error, ga bisa balik ke aplikasi kompas. Tolong segera diperbaiki ya",,,,,-1.0
"Fitur navigasi berita jadi bermasalah setelah update, setiap selesai baca satu artikel langsung loncat ke berita terbaru dan harus scroll ulang dari atas, ini bikin ribet dan buang waktu apalagi kalo koneksi lagi lemot",,-1.0,,,
"Fitur night mode masih bermasalah di iphone 12, terus pencarian berita digital juga ribet banget, susah nemuin versi digital dr berita yg ada di halaman epaper. update fiturnya juga lama, jadi kurang puas pake aplikasi ini.",,-1.0,,,
Fitur notifikasi berita terkini kompas id sangat responsif dan selalu update dengan cepat.,,1.0,,,
Fitur notifikasi pagi dari Kompas.id sangat membantu agar saya ga ketinggalan berita terkini setiap hari.,,1.0,,,
"Fitur notifikasi terlalu banyak muncul dan bikin bete, terus tampilan e-paper nya juga makin buruk nih.",,-1.0,,,
"Fitur pencarian berita kok hasilnya acak-acakan, bukan dari yang paling baru dulu.",,-1.0,,,
"Fitur refresh berita di aplikasi ini kurang responsif, susah banget buat akses berita lama, terus ga ada opsi sort by tanggal, e-paper cuma bisa lihat sebulan terakhir aja, sering ketemu link error, dan sering minta login ulang pas mau buka artikel.",,-1.0,,,
Fitur saran artikel yang disesuaikan dengan riwayat pembacaan saya sangat membantu dan selalu relevan banget.,,1.0,,,
"Fitur select text di mode artikel hilang dan sampe sekarang belum dikembalikan, padahal udah banyak update tapi ga ada perbaikan. Kecewa bgt, kalo gini terus aku bakal pindah ke aplikasi koran lain aja.",,-1.0,,,
Fitur share email kok ilang sih? Padahal kirim lewat email jauh lebih praktis dan formatnya lebih jelas dibaca. Tolong dikembaliin dong fitur tsb.,,-1.0,,,
"Fitur share ke media sosial sangat praktis dan cepat, cukup sekali tekan udah langsung bisa dibagikan.",,1.0,,,
Fitur text to speech-nya berfungsi dengan baik dan semua fitur yang tersedia benar-benar membantu dan memuaskan pengguna.,,1.0,,,
"Fitur text to speech-nya sangat membantu, apalagi interface aplikasinya user-friendly dan nyaman dipake buat baca berita",,1.0,,,
"Fitur-fiturnya lengkap banget, ada text to speech buat yang males baca, terus bisa akses e-paper juga, ditambah ga ada iklan yang mengganggu, benar2 worth it deh pake aplikasi ini.",,1.0,,,
"Fitur-fiturnya lengkap banget, dari tampilan website yang nyaman, mode koran, AI pembaca berita yang praktis buat yang sibuk, sampe bisa download ebook gratis tanpa perlu bayar lagi, semuanya memudahkan cara baca berita.",,1.0,,,
"Ga bisa login pake email di iPhone, aplikasinya error terus. Tolong segera diperbaiki dong",,,,,-1.0
"Gak bisa login pake akun google, facebook juga error, bikin akun baru juga ga mau masuk sama sekali",,,,,-1.0
"Gambar di artikel sering loncat ke gambar selanjutnya pas di-zoom, perlu diperbaiki banget nih.",,,,,-1.0
"Gila, mesti bayar buat baca artikel.. padahal aplikasi lain gratis.. sayang banget sih harus subscribe",,,-1.0,,
"Gratis aja udah bagus, iklan dikit-dikit ga masalah kok😊",,,1.0,,
Gratis berlangganan jadi alasan kasih bintang 5 wkwkwk,,,1.0,,
Harap kompas bisa menambah liputan tentang masalah kesehatan masyarakat khususnya di wilayah terpencil,,,,0.0,
Harap kompas tambah liputan tentang isu kesehatan khususnya di wilayah terpencil,,,,0.0,
Harap kompas tetap menjaga konsistensi kualitas penulisan di setiap artikel yang dipublikasikan,,,,0.0,
"Harapannya bisa ada fitur baca berita pake suara asli, ga cuman itu² doang bgt.",,-1.0,,,
Harga berlangganan Kompas.id sangat worth it mengingat kualitas berita yang ditawarkan,,,1.0,,
Harga berlangganan bulanan Kompas.id jauh lebih terjangkau dibanding media premium lainnya yang sejenis,,,1.0,,
"Harga berlangganan digitalnya jauh lebih hemat dibanding versi cetak, jadi aku langsung switch ke aplikasi ini aja.",,,1.0,,
"Harga berlangganan premium kompas id terbilang sangat terjangkau, ga nyesel sama sekali",,,1.0,,
Harga berlangganan sebanding banget sama kualitas konten analisisnya.,,,1.0,,
"Harga berlangganannya sangat terjangkau bgt, totally worth it untuk dapetin akses baca berita kapan aja dan di mana aja bahkan tanpa internet.",,,1.0,,
Harga langganan bulanan Kompas.id paling terjangkau dibanding media premium lainnya,,,1.0,,
Harga langganan jauh lebih murah dibanding manfaat dan konten berkualitas yang bisa diakses setiap harinya,,,1.0,,
"Harga langganan premium Kompas super terjangkau dan worth it banget, bisa akses semua konten berkualitas tanpa batasan. Recommended! 👍😊",,,1.0,,
"Harga langganan sangat worth it bgt, fitur-fiturnya lengkap dan seru banget apalagi ada konten khusus buat anak muda kayak game edukatif. Highly recommended deh untuk subscribe!!",,,1.0,,
"Harga langganan sebanding banget sama kualitas jurnalistiknya, totally worth it deh untuk subscribe.",,,1.0,,
"Harga langganan sebanding banget, dapet berita berkualitas tanpa gangguan iklan sama sekali",,,1.0,,
Harga langganannya jauh lebih murah dibanding manfaat yang bisa didapatkan setiap bulannya,,,1.0,,
"Harganya terjangkau banget, udah 2 tahun langganan dan totally worth it",,,1.0,,
"Harganya terjangkau bgt, 100 ribu per tahun bakalan terus aku langganan deh.",,,1.0,,
Harus bayar langganan bulanan cuma buat baca berita doang. Ini mah ga masuk akal!!! Langsung dihapus deh,,,-1.0,,
"Harusnya Kompas tetap sediain versi lama aplikasinya, soalnya iOS versi lama ga bisa download versi terbaru.",,,,,-1.0
"Iconnya masih kurang rapi, ada cacat visual yg mengganggu. Mohon diperbaiki dong, di iOS 14 jadi berantakan bro",-1.0,,,,
"Iklan berlangganan terlalu besar dan mengganggu tampilan, posisinya bikin susah baca berita 🔥",-1.0,,,,
"Ingin tahu berapa lama kompas akan memperbaiki bug ini 🙄 selalu crash di ipad/ios, dan bagaimana dengan tampilan landscape?
Klik!",-1.0,,,,-1.0
Ini aplikasi yang bagus tapi penuh dengan bug dan selalu crash. Dan siapa yang lupa menambahkan mode landscape ke aplikasi ini?,-1.0,,,,-1.0
"Ini aplikasi yang hebat. Namun, ada bug dalam mengunduh ePaper. Aplikasi ini harus diunduh ulang setiap kali kita keluar dari aplikasi. Masalah ini tidak ada sebelum update terakhir. Saya berharap review (masukan) ini dibaca oleh tim pengembang aplikasi. Maaf saya harus memberi bintang 3/5.",,,,,-1.0
"Jadi pelanggan kompas.id gampang banget dan fleksibel sesuai kebutuhan, bisa baca berita berkualitas kapan aja dimana aja. Harga berlangganannya juga worth it bgt, puas deh!",,,1.0,,
"Judulnya sering kali sama, berulang terus, kurang variatif bgt.",,,,-1.0,
Kak gimana sih cara pakai kode voucher berlangganan kompas yang udah aku punya?,,,0.0,,
"Kak mohon bantu, saya punya kode voucher kompas untuk satu bulan tapi ga tau gimana cara redeem nya?",,,0.0,,
"Kak mohon bantu, saya punya kode voucher kompas untuk satu bulan tapi gimana cara masukin/redeem kode vouchernya?",,,0.0,,
"Kalo Kompasiana emang bagian dr Kompas, harusnya konten penulis disaring lebih ketat lagi.... makin hari makin banyak artikel ga berkualitas n ga beretika bgt....",,,,-1.0,
"Kalo mau dapet berita terkini yg kredibel dan akurat, aplikasi ini jawabannya bgt!",,,,1.0,
"Karena harus keluarin setengah juta buat langganan, akhirnya saya uninstall aja",,,-1.0,,
"Kasih bintang 2 dulu aja. tolong jangan ikut2an berita yg provokasi dan main politik kaya media mainstream tempo, CNN indonesia dan detik ..actual dan real aja beritanya pasti anda bisa jadi bintang 5. Dari dulu aku suka dengan kompas sampai bertahun2 langganan korannya. Mohon selalu jujur dengan beritanya ya, semoga sukses",,,,-1.0,
"Kebanyakan artikel kunci di balik paywall, jadi susah buat baca berita padahal kontennya bagus, malah jadi males buka aplikasi. Ini sih minus terbesar kompas.id. Bukan masalah ga mampu bayar, tapi 50k per bulan terlalu mahal bgt untuk berita yang bisa dapet gratis di tempat lain.",,,-1.0,,
"Kenapa aplikasinya error terus, jadi nggak bisa akses koran Kompas?",,,,,-1.0
Kenapa fitur kompas karier hilang dari aplikasi ini sih???,,-1.0,,,
Kenapa harus bayar buat baca berita.. masih banyak aplikasi berita gratis kok..,,,-1.0,,
Kenapa harus bayar langganan padahal aplikasi berita lain bisa dibaca gratis?,,,-1.0,,
"Kenapa sih aplikasi ini harus paksa landscape mode? Jadi ribet banget bacanya, artikel jadi susah dibaca gini.",-1.0,,,,
"Knapa sih harus bayar 50 ribu setiap bulan, padahal berita aja udah banyak yg gratis di tempat lain..",,,-1.0,,
Kok harus bayar langganan cuma buat baca berita dikit dikit,,,-1.0,,
"Kompas ID kok jadi bermasalah? Habis update, pas mau akses berita Gaya dan Kendara, aplikasinya malah error dan ga bisa dibuka sama sekali. Malah dipaksa redirect ke Safari, tapi juga ga jalan. Tolong diperbaiki dong, ini sangat mengganggu. Terima kasih",,,,,-1.0
"Kompas adalah media terkemuka yg pemberitaannya selalu akurat, kredibel, dan memberikan sudut pandang yg seimbang.",,,,1.0,
Kompas adalah media yang menyajikan berita akurat dan kredibel,,,,1.0,
"Kompas adalah media yang terpercaya dalam menyajikan berita akurat, berimbang, dan tidak memihak dalam setiap pemberitaannya.",,,,1.0,
"Kompas emang kecewa bgt, foto sama tulisannya ga cocok sama sekali, berita kaya sembarangan aja.",,,,-1.0,
"Kompas emang layak diapresiasi, beritanya selalu akurat dan terpercaya banget deh!",,,,1.0,
"Kompas emang ngecewain, foto dan judulnya ga cocok sama isi beritanya, ini mah clickbait banget.",,,,-1.0,
"Kompas emang parah, foto sama judulnya ga match bgt, beritanya jadi misleading deh.",,,,-1.0,
"Kompas emang parah, foto sama judulnya gak cocok sama sekali, beritanya jadi misleading bgt.",,,,-1.0,
"Kompas emang parah, foto sama tulisannya ga cocok sama sekali, berita kayak gini mesti dilaporin ke Dewan Pers.",,,,-1.0,
"Kompas emang parah, fotonya gak sesuai sama isinya, berita gak kredibel banget.",,,,-1.0,
"Kompas harusnya ngerti lah, bukan semua pembaca punya duit buat langganan premium, apalagi yg tinggal di daerah dengan gaji pas-pasan, udah paket data mahal, listrik naik, sekarang berita juga harus bayar? Padahal platform sebesar ini seharusnya bisa memberikan akses informasi yg adil buat semua kalangan, bukan cuma yg mampu, ini kan bertentangan sama prinsip jurnalistik sendiri.",,,-1.0,,
"Kompas id terbaik, beritanya akurat dan informatif, bahasanya jelas dan mudah dipahami banget",,,,1.0,
"Kompas ini parah bgt, foto sama judulnya ga match, beritanya jadi membingungkan. Harusnya diperbaiki atau dilaporin ke Dewan Pers.",,,,-1.0,
"Kompas jadi pilihan utama saya karena beritanya komprehensif dan berimbang, bukan asal tayang. Jurnalisme serius seperti ini memang layak berbayar, dan saya appreciate banget dedikasi mereka untuk konten berkualitas tinggi.",,,,1.0,
"Kompas jauh lebih kredibel dibanding media lain, beritanya akurat dan berimbang, selalu kritis menganalisis kinerja pemerintah tanpa takut, jurnalisme independennya bener-bener terjaga. Respect banget, semoga tetap seperti ini dan ga jadi sampah kayak kompetitor lainnya.",,,,1.0,
"Kompas katanya independen tapi kok beritanya banyak framing ya? Semakin lama semakin terlihat bias dan berpihak, kayak konten disesuaikan sama siapa yg bayar. Kredibilitas jatuh deh, cuma ngurus cuan doang",,,,-1.0,
"Kompas katanya independen tp kenyataannya berita2nya banyak yg bias dan berisi framing, jelas bgt klo editorial policy nya udah dipengaruhi kepentingan tertentu.. kredibilitas turun drastis deh",,,,-1.0,
"Kompas keren bgt, berita-beritanya selalu detail dan komprehensif bgt, sering ada promo langganan juga",,,,1.0,
"Kompas memberikan berita yang kredibel dan informatif, sangat dipercaya masyarakat.",,,,1.0,
Kompas memberikan informasi yang sangat akurat dan terpercaya bgt,,,,1.0,
"Kompas selalu memberikan berita yang akurat dan terpercaya, jadi ga heran ayah saya tetap setia berlangganan sejak dulu.",,,,1.0,
Kompas selalu memberikan berita yg akurat dan bisa dipercaya,,,,1.0,
"Kompas selalu memberikan berita yg akurat dan terpercaya, jadi jendela terbaik untuk memahami Indonesia. Setiap hari aku andalkan Kompas untuk update berita terkini dari berbagai daerah dengan fakta yg lengkap dan berimbang. Terima kasih sudah jadi panduan dalam mencari informasi berkualitas. Tetap semangat! ✊🇮🇩",,,,1.0,
